,classes,X_UMAP,Y_UMAP
2043,eosinophil,10.221358,7.235883
2044,eosinophil,8.927072,6.561623
2045,eosinophil,9.748,6.470978
2046,eosinophil,8.381704,5.6646037
2047,eosinophil,9.228484,6.1209235
2048,eosinophil,9.908869,7.29535
2049,eosinophil,8.58025,5.7256722
2050,eosinophil,9.944247,7.0176153
2051,eosinophil,9.794853,6.783433
2052,eosinophil,9.048186,6.9838095
2053,eosinophil,8.509432,5.948159
2054,eosinophil,5.712295,4.579198
2055,eosinophil,8.659236,4.782163
2056,eosinophil,9.142028,6.7991242
2057,eosinophil,9.183959,6.26598
2058,eosinophil,9.39433,6.048797
2059,eosinophil,9.812837,6.994306
2060,eosinophil,7.916803,5.746005
2061,eosinophil,8.444568,5.4680676
2062,eosinophil,8.552153,7.8079376
2063,eosinophil,9.665745,6.6990795
2064,eosinophil,8.654293,5.524851
2065,eosinophil,6.252876,4.5962834
2066,eosinophil,9.083892,6.198497
2067,eosinophil,9.87545,7.0644975
2068,eosinophil,8.263442,6.415542
2069,eosinophil,10.081461,7.1179605
2070,eosinophil,7.263015,4.5392394
2071,eosinophil,7.8650236,6.201608
2072,eosinophil,7.489557,6.1345882
2073,eosinophil,8.11145,4.755975
2074,eosinophil,7.8509555,5.7054763
2075,eosinophil,9.612683,6.9773293
2076,eosinophil,10.018013,6.6587462
2077,eosinophil,10.001721,7.086036
2078,eosinophil,9.531798,6.587984
2079,eosinophil,9.588059,6.6367154
2080,eosinophil,8.744751,6.135754
2081,eosinophil,8.819379,5.5844355
2082,eosinophil,8.840861,6.6473985
2083,eosinophil,9.604085,6.7513614
2084,eosinophil,9.231612,5.6758657
2085,eosinophil,7.8401947,6.4931884
2086,eosinophil,9.446431,7.4709773
2087,eosinophil,10.15134,6.9165874
2088,eosinophil,8.212529,5.609847
2089,eosinophil,9.8353405,6.956185
2090,eosinophil,9.057655,6.8761826
2091,eosinophil,9.220015,6.1595745
2092,eosinophil,9.288026,6.970699
2093,eosinophil,9.594649,6.402886
2094,eosinophil,7.2054176,4.943613
2095,eosinophil,10.005204,6.987057
2096,eosinophil,9.828322,6.718464
2097,eosinophil,8.880384,5.7494035
2098,eosinophil,9.958612,7.041955
2099,eosinophil,6.9999638,6.1212435
2100,eosinophil,9.031543,6.5242105
2101,eosinophil,10.305583,7.480727
2102,eosinophil,9.03401,5.8548636
2103,eosinophil,8.644345,6.6354423
2104,eosinophil,8.873637,7.548754
2105,eosinophil,8.831676,7.373519
2106,eosinophil,8.732482,5.539179
2107,eosinophil,10.151524,6.8662753
2108,eosinophil,9.027747,6.3500433
2109,eosinophil,8.480819,5.61757
2110,eosinophil,9.036566,6.5866075
2111,eosinophil,7.858886,4.7640405
2112,eosinophil,9.715881,6.7604547
2113,eosinophil,8.6590605,5.3680077
2114,eosinophil,8.964148,5.313154
2115,eosinophil,8.971206,6.6597257
2116,eosinophil,8.339787,5.4978566
2117,eosinophil,9.631808,6.509924
2118,eosinophil,8.272846,4.897153
2119,eosinophil,8.539925,5.0827327
2120,eosinophil,9.05054,6.487878
2121,eosinophil,9.9420395,7.12218
2122,eosinophil,8.871508,6.2754455
2123,eosinophil,9.350203,6.2412786
2124,eosinophil,8.672845,7.393573
2125,eosinophil,8.831203,6.1442823
2126,eosinophil,8.907207,5.308445
2127,eosinophil,8.548487,5.3438005
2128,eosinophil,9.393277,7.1332483
2129,eosinophil,10.10727,6.9571524
2130,eosinophil,9.304992,5.6022873
2131,eosinophil,9.981828,7.1038413
2132,eosinophil,9.954282,6.992777
2133,eosinophil,8.72619,5.270818
2134,eosinophil,5.6354747,4.6451545
2135,eosinophil,8.564553,6.513616
2136,eosinophil,8.40583,5.1542115
2137,eosinophil,9.736225,7.1181602
2138,eosinophil,9.641909,6.567661
2139,eosinophil,9.502834,6.4368305
2140,eosinophil,8.901449,6.528174
2141,eosinophil,7.9200563,4.703143
2142,eosinophil,8.851601,6.676633
2143,eosinophil,8.794279,6.2308354
2144,eosinophil,9.295009,6.060699
2145,eosinophil,9.889428,7.013126
2146,eosinophil,8.905795,6.233951
2147,eosinophil,7.875436,4.7494946
2148,eosinophil,8.275685,5.2976336
2149,eosinophil,9.327524,6.9266453
2150,eosinophil,9.058614,5.3626885
2151,eosinophil,8.689484,5.1670713
2152,eosinophil,9.195381,7.0380435
2153,eosinophil,9.700998,6.553822
2154,eosinophil,10.035523,7.102318
2155,eosinophil,8.872,5.613718
2156,eosinophil,9.068502,6.6791673
2157,eosinophil,10.230566,7.516056
2158,eosinophil,8.174467,5.872439
2159,eosinophil,7.126713,4.508423
2160,eosinophil,9.620634,6.438226
2161,eosinophil,8.944208,6.3036203
2162,eosinophil,9.233424,6.832197
2163,eosinophil,9.489336,5.9990883
2164,eosinophil,8.251621,4.9791584
2165,eosinophil,10.072433,7.2228165
2166,eosinophil,7.7188277,4.879964
2167,eosinophil,8.511921,5.2373095
2168,eosinophil,9.922379,7.2600656
2169,eosinophil,9.420011,6.1536555
2170,eosinophil,8.58698,5.14997
2171,eosinophil,8.875097,6.416151
2172,eosinophil,8.362088,4.989115
2173,eosinophil,8.128606,6.239855
2174,eosinophil,9.060923,6.8829503
2175,eosinophil,8.600621,5.0609837
2176,eosinophil,7.5059147,4.9617825
2177,eosinophil,5.974673,4.0073223
2178,eosinophil,9.905823,6.9281635
2179,eosinophil,9.187294,6.441186
2180,eosinophil,9.302356,5.7407947
2181,eosinophil,9.422948,6.1638703
2182,eosinophil,8.696154,6.730667
2183,eosinophil,9.281992,6.5546894
2184,eosinophil,10.029862,7.0279846
2185,eosinophil,10.078416,7.0796885
2186,eosinophil,8.089746,4.920855
2187,eosinophil,9.494289,6.5424285
2188,eosinophil,9.3615055,6.0083814
2189,eosinophil,10.120482,7.06845
2190,eosinophil,9.110822,5.63082
2191,eosinophil,9.787824,6.3772798
2192,eosinophil,9.434304,6.193902
2193,eosinophil,9.918689,7.052386
2194,eosinophil,8.953791,6.3645453
2195,eosinophil,9.584985,6.5478916
2196,eosinophil,7.439569,6.0588627
2197,eosinophil,8.920688,5.3949013
2198,eosinophil,9.742997,6.5517383
2199,eosinophil,10.183924,6.9500613
2200,eosinophil,9.107505,6.0064425
2201,eosinophil,8.808743,5.288176
2202,eosinophil,9.360457,7.082906
2203,eosinophil,10.017944,6.6997776
2204,eosinophil,10.221317,7.1180305
2205,eosinophil,8.608554,6.662279
2206,eosinophil,9.113633,5.85772
2207,eosinophil,9.398564,6.12914
2208,eosinophil,8.792655,6.7221413
2209,eosinophil,8.047629,4.831673
2210,eosinophil,9.089799,5.3060136
2211,eosinophil,9.708284,7.0778513
2212,eosinophil,8.594471,6.597179
2213,eosinophil,6.1845984,4.461673
2214,eosinophil,9.811049,6.9479494
2215,eosinophil,9.947893,7.180992
2216,eosinophil,9.030599,6.7132206
2217,eosinophil,10.297441,7.0967894
2218,eosinophil,10.042722,6.733326
2219,eosinophil,9.999333,7.2086887
2220,eosinophil,10.01366,6.8971424
2221,eosinophil,9.543106,6.3048472
2222,eosinophil,9.90845,7.024161
2223,eosinophil,9.256897,6.5236483
2224,eosinophil,9.5512,6.8832703
2225,eosinophil,9.6751795,7.9958262
2226,eosinophil,10.053594,7.152813
2227,eosinophil,8.399876,5.54759
2228,eosinophil,10.130669,6.989173
2229,eosinophil,8.662764,6.608577
2230,eosinophil,9.141538,5.8916655
2231,eosinophil,9.603915,6.7374063
2232,eosinophil,8.369906,5.78692
2233,eosinophil,5.003853,4.8074408
2234,eosinophil,10.219078,6.918048
2235,eosinophil,7.865528,4.688034
2236,eosinophil,8.261204,5.2952037
2237,eosinophil,7.947054,6.766505
2238,eosinophil,8.068822,6.5394588
2239,eosinophil,9.001335,6.8393106
2240,eosinophil,9.96949,6.962641
2241,eosinophil,8.263186,4.85579
2242,eosinophil,8.274207,6.9682484
2243,eosinophil,8.76573,6.4889936
2244,eosinophil,9.675476,6.3132772
2245,eosinophil,9.556798,7.035007
2246,eosinophil,9.229776,6.071028
2247,eosinophil,9.822227,6.9408364
2248,eosinophil,9.291214,5.625689
2249,eosinophil,9.789968,6.788565
2250,eosinophil,9.710438,6.5759134
2251,eosinophil,9.832419,6.98672
2252,eosinophil,7.734531,4.6122136
2253,eosinophil,9.046701,5.9436655
2254,eosinophil,10.052258,7.139189
2255,eosinophil,7.0345116,6.215112
2256,eosinophil,10.056519,7.2941647
2257,eosinophil,9.925283,7.063258
2258,eosinophil,9.755825,6.8269544
2259,eosinophil,8.614009,6.553197
2260,eosinophil,6.7037168,4.526764
2261,eosinophil,8.010734,6.808067
2262,eosinophil,7.74218,4.4887843
2263,eosinophil,8.51576,5.303188
2264,eosinophil,9.833146,7.231515
2265,eosinophil,10.081208,6.984423
2266,eosinophil,7.8810983,6.5786347
2267,eosinophil,7.7852945,5.0257926
2268,eosinophil,8.75001,5.6558814
2269,eosinophil,9.920923,7.063122
2270,eosinophil,7.6195107,4.780798
2271,eosinophil,9.018905,6.019576
2272,eosinophil,9.091155,5.5755563
2273,eosinophil,8.867325,6.5408216
2274,eosinophil,8.616389,6.5227933
2275,eosinophil,8.70191,6.457197
2276,eosinophil,8.705287,5.4102664
2277,eosinophil,8.96499,5.78295
2278,eosinophil,7.9448147,5.6985154
2279,eosinophil,9.6591835,6.2535686
2280,eosinophil,9.01533,6.072664
2281,eosinophil,9.21086,6.701841
2282,eosinophil,9.681931,6.801678
2283,eosinophil,9.619277,7.334414
2284,eosinophil,9.024335,6.8299823
2285,eosinophil,9.442287,6.647975
2286,eosinophil,9.103643,6.815637
2287,eosinophil,8.061925,5.865715
2288,eosinophil,8.482917,5.2989817
2289,eosinophil,8.26144,5.1306424
2290,eosinophil,9.329543,6.8721347
2291,eosinophil,10.115783,6.927265
2292,eosinophil,10.024227,7.1735644
2293,eosinophil,9.3714485,5.6380143
2294,eosinophil,8.018396,5.103291
2295,eosinophil,9.0121975,5.6849003
2296,eosinophil,8.685658,6.851
2297,eosinophil,8.788655,5.2485633
2298,eosinophil,7.39447,4.935809
2299,eosinophil,8.681483,5.543458
2300,eosinophil,9.179853,6.6830497
2301,eosinophil,8.671032,5.144058
2302,eosinophil,8.65616,6.6897
2303,eosinophil,9.259187,6.8714495
2304,eosinophil,8.692124,6.6591444
2305,eosinophil,9.747739,7.011013
2306,eosinophil,9.637739,7.2891417
2307,eosinophil,9.347006,6.2018676
2308,eosinophil,9.157608,6.642386
2309,eosinophil,9.926,6.5692525
2310,eosinophil,8.699666,5.255735
2311,eosinophil,10.013675,6.8069263
2312,eosinophil,8.88231,6.121397
2313,eosinophil,9.231719,6.577667
2314,eosinophil,8.092091,4.6160684
2315,eosinophil,9.094918,7.2078137
2316,eosinophil,9.977787,7.0204096
2317,eosinophil,8.771762,6.3177366
2318,eosinophil,8.814303,6.7242627
2319,eosinophil,9.878497,6.818536
2320,eosinophil,9.263844,5.6526318
2321,eosinophil,8.933466,5.7210493
2322,eosinophil,8.761874,7.445142
2323,eosinophil,7.1149917,4.585049
2324,eosinophil,9.292498,5.7824516
2325,eosinophil,8.211252,4.7779875
2326,eosinophil,8.633196,5.7287526
2327,eosinophil,9.991367,6.9570146
2328,eosinophil,9.173546,5.9897523
2329,eosinophil,10.366527,7.584355
2330,eosinophil,9.61199,6.965291
2331,eosinophil,10.063508,6.980165
2332,eosinophil,8.13241,4.8191986
2333,eosinophil,8.635565,6.64594
2334,eosinophil,9.610621,6.5869584
2335,eosinophil,9.116675,6.0768933
2336,eosinophil,7.6525164,4.5768886
2337,eosinophil,9.609393,6.4319115
2338,eosinophil,10.218834,7.1711392
2339,eosinophil,9.945316,7.0157027
2340,eosinophil,8.5126505,5.175252
2341,eosinophil,10.131713,7.0110903
2342,eosinophil,8.865497,6.1917157
2343,eosinophil,8.808985,6.549343
2344,eosinophil,9.211193,6.206403
2345,eosinophil,9.26258,5.754549
2346,eosinophil,8.636887,6.3044176
2347,eosinophil,9.813105,7.0396714
2348,eosinophil,9.176454,5.378768
2349,eosinophil,8.867105,6.4078827
2350,eosinophil,9.621271,6.8162317
2351,eosinophil,9.707687,6.7326374
2352,eosinophil,8.997972,6.33161
2353,eosinophil,8.284823,5.206934
2354,eosinophil,9.6083145,6.6673155
2355,eosinophil,9.988289,6.8035874
2356,eosinophil,9.397495,6.516982
2357,eosinophil,8.535062,6.13057
2358,eosinophil,6.8527884,4.4885726
2359,eosinophil,7.2528167,4.8831015
2360,eosinophil,8.348464,4.7952847
2361,eosinophil,9.902636,6.5944533
2362,eosinophil,8.9000635,6.574882
2363,eosinophil,9.678117,6.1798472
2364,eosinophil,8.941991,7.236602
2365,eosinophil,10.128479,7.019277
2366,eosinophil,9.679905,6.5339446
2367,eosinophil,9.188024,7.0637684
2368,eosinophil,8.7682705,6.053149
2369,eosinophil,8.737865,6.187023
2370,eosinophil,9.398239,6.59873
2371,eosinophil,9.310888,7.061055
2372,eosinophil,8.552009,5.618325
2373,eosinophil,10.051823,7.2769027
2374,eosinophil,10.090461,6.7063417
2375,eosinophil,9.03461,6.2037635
2376,eosinophil,9.016048,5.32191
2377,eosinophil,10.049048,7.078228
2378,eosinophil,7.649773,4.348249
2379,eosinophil,9.41067,6.880718
2380,eosinophil,9.2024765,6.2756915
2381,eosinophil,9.35574,5.7303495
2382,eosinophil,8.305011,6.4101377
2383,eosinophil,10.116,6.9710917
2384,eosinophil,9.219204,5.5912514
2385,eosinophil,8.357608,5.7535024
2386,eosinophil,9.618903,6.508966
2387,eosinophil,8.993589,5.5323267
2388,eosinophil,9.174761,6.3642817
2389,eosinophil,6.335082,5.510795
2390,eosinophil,9.651655,7.028669
2391,eosinophil,9.330216,6.661226
2392,eosinophil,8.342184,5.1250944
2393,eosinophil,10.1275625,7.1944757
2394,eosinophil,8.311352,5.1627626
2395,eosinophil,9.6180525,6.977159
2396,eosinophil,9.532005,6.9942026
2397,eosinophil,10.3863,7.2129035
2398,eosinophil,10.128535,6.962316
2399,eosinophil,9.845556,6.7361665
2400,eosinophil,9.330732,6.7523313
2401,eosinophil,7.872964,4.706476
2402,eosinophil,9.991505,7.2651215
2403,eosinophil,9.898425,6.940988
2404,eosinophil,9.324447,6.1155562
2405,eosinophil,9.232301,6.4199047
2406,eosinophil,9.181572,6.699395
2407,eosinophil,10.299565,7.175113
2408,eosinophil,8.620592,6.9131274
2409,eosinophil,8.652051,5.191671
2410,eosinophil,8.773624,6.2055407
2411,eosinophil,9.862926,7.0051713
2412,eosinophil,8.779269,6.1955028
2413,eosinophil,9.773678,6.936632
2414,eosinophil,9.270083,5.978563
2415,eosinophil,9.999127,7.111604
2416,eosinophil,9.755777,6.8941593
2417,eosinophil,8.427473,5.5909743
2418,eosinophil,9.342661,6.970101
2419,eosinophil,9.961024,7.0655966
2420,eosinophil,9.421261,5.6356864
2421,eosinophil,9.146841,6.7950134
2422,eosinophil,9.037178,5.6834426
2423,eosinophil,9.360819,5.6673403
2424,eosinophil,8.988753,6.116519
2425,eosinophil,10.54801,7.5751925
2426,eosinophil,7.917119,5.0459485
2427,eosinophil,8.615304,5.6232557
2428,eosinophil,9.206291,6.679125
2429,eosinophil,9.003092,7.494024
2430,eosinophil,9.403769,6.794058
2431,eosinophil,9.775038,6.652676
2432,eosinophil,9.510344,6.560994
2433,eosinophil,9.817299,7.2184143
2434,eosinophil,9.276918,6.788238
2435,eosinophil,9.880059,7.0679398
2436,eosinophil,7.9268785,4.692766
2437,eosinophil,8.8522415,6.438562
2438,eosinophil,9.516229,6.948276
2439,eosinophil,8.033117,4.7419558
2440,eosinophil,9.003542,6.6347103
2441,eosinophil,8.754286,5.8503537
2442,eosinophil,9.200999,6.9119864
2443,eosinophil,8.610747,5.0361633
2444,eosinophil,7.8830113,6.653366
2445,eosinophil,7.6650085,5.297599
2446,eosinophil,9.145774,5.655756
2447,eosinophil,8.394393,4.8234577
2448,eosinophil,9.153075,5.3067207
2449,eosinophil,8.939163,5.502822
2450,eosinophil,9.636683,6.652039
2451,eosinophil,8.655212,6.684849
2452,eosinophil,8.036536,4.9889736
2453,eosinophil,9.972319,7.032921
2454,eosinophil,6.3246665,4.23726
2455,eosinophil,8.700978,6.5709753
2456,eosinophil,9.934757,7.096424
2457,eosinophil,9.764783,6.4481797
2458,eosinophil,8.124008,5.1888466
2459,eosinophil,9.257245,6.540983
2460,eosinophil,8.905095,6.929221
2461,eosinophil,8.225934,5.120119
2462,eosinophil,9.50621,6.8367877
2463,eosinophil,9.238381,7.1600084
2464,eosinophil,6.962901,4.6889553
2465,eosinophil,9.905155,6.9756417
2466,eosinophil,10.087645,7.1627
2467,eosinophil,9.890848,6.983312
2468,eosinophil,9.035106,6.6526227
2469,eosinophil,9.111373,5.736516
2470,eosinophil,8.399778,5.145668
2471,eosinophil,9.744539,6.3623905
2472,eosinophil,10.006539,6.9510417
2473,eosinophil,7.5144835,5.9796762
2474,eosinophil,9.07824,6.697084
2475,eosinophil,9.289609,6.8321953
2476,eosinophil,9.102425,5.7908525
2477,eosinophil,9.377106,7.016802
2478,eosinophil,9.755051,6.6217227
2479,eosinophil,8.00601,4.697062
2480,eosinophil,8.806237,6.454523
2481,eosinophil,9.072544,6.3764343
2482,eosinophil,8.984227,5.379437
2483,eosinophil,8.851018,5.9628057
2484,eosinophil,7.277724,5.061223
2485,eosinophil,9.183183,6.8343854
2486,eosinophil,9.326866,6.6372404
2487,eosinophil,8.341365,5.034012
2488,eosinophil,8.533415,6.21865
2489,eosinophil,9.183848,7.0910745
2490,eosinophil,8.305201,5.4009404
2491,eosinophil,9.986296,6.8349395
2492,eosinophil,9.468458,6.281926
2493,eosinophil,9.883448,7.1491237
2494,eosinophil,9.898909,7.0504146
2495,eosinophil,9.042525,6.3436937
2496,eosinophil,8.023724,6.662103
2497,eosinophil,7.0860543,5.472993
2498,eosinophil,9.719855,6.802572
2499,eosinophil,9.361865,5.89332
2500,eosinophil,8.951553,6.9949307
2501,eosinophil,9.141306,6.538185
2502,eosinophil,8.519594,5.8623166
2503,eosinophil,9.00193,5.6227026
2504,eosinophil,8.2793455,5.1997237
2505,eosinophil,8.903552,6.369912
2506,eosinophil,9.627678,6.8969493
2507,eosinophil,9.394035,6.794214
2508,eosinophil,9.215535,6.1802907
2509,eosinophil,9.874663,7.187099
2510,eosinophil,8.713311,6.639844
2511,eosinophil,8.49283,5.351613
2512,eosinophil,9.086722,6.1898427
2513,eosinophil,10.116962,6.9789023
2514,eosinophil,9.626781,7.4081707
2515,eosinophil,7.4941044,5.2729363
2516,eosinophil,9.245324,6.6319356
2517,eosinophil,7.8503027,4.4944263
2518,eosinophil,9.628389,7.0476284
2519,eosinophil,9.12073,7.2478514
2520,eosinophil,8.666565,6.4649353
2521,eosinophil,9.631484,6.6626306
2522,eosinophil,8.242581,5.50497
2523,eosinophil,9.399387,6.6186757
2524,eosinophil,9.658358,6.8589854
2525,eosinophil,9.880451,7.0744214
2526,eosinophil,9.598047,6.5314097
2527,eosinophil,9.545509,6.4883356
2528,eosinophil,8.15464,6.244768
2529,eosinophil,9.70137,6.356324
2530,eosinophil,7.9720597,6.775653
2531,eosinophil,9.179482,5.725928
2532,eosinophil,8.238927,5.6762824
2533,eosinophil,9.722461,7.027182
2534,eosinophil,8.620551,5.5553393
2535,eosinophil,9.917978,7.0916867
2536,eosinophil,8.726929,6.7100325
2537,eosinophil,9.855531,6.5757704
2538,eosinophil,7.265007,4.5535555
2539,eosinophil,10.126454,7.0381956
2540,eosinophil,9.4476,6.837432
2541,eosinophil,8.005525,4.957744
2542,eosinophil,4.1215506,4.684782
2543,eosinophil,8.901988,5.5683837
2544,eosinophil,10.258471,7.168962
2545,eosinophil,9.910822,6.9724455
2546,eosinophil,8.50404,4.90679
2547,eosinophil,8.287511,6.2911925
2548,eosinophil,9.946108,7.0221853
2549,eosinophil,9.102187,5.3081512
2550,eosinophil,6.894464,4.530293
2551,eosinophil,9.244121,6.9749556
2552,eosinophil,9.868607,7.258811
2553,eosinophil,9.314923,7.1894784
2554,eosinophil,8.869096,6.4190407
2555,eosinophil,9.933138,7.058919
2556,eosinophil,10.157822,6.864238
2557,eosinophil,9.103877,6.5964756
2558,eosinophil,10.123946,7.170182
2559,eosinophil,8.1169195,4.784842
2560,eosinophil,8.959379,6.44232
2561,eosinophil,9.405386,6.3294907
2562,eosinophil,8.971021,5.649447
2563,eosinophil,8.752722,5.267057
2564,eosinophil,9.812696,6.516534
2565,eosinophil,10.032643,7.051021
2566,eosinophil,8.815397,6.504585
2567,eosinophil,7.9786882,4.9497957
2568,eosinophil,8.929615,6.6313944
2569,eosinophil,8.765599,6.7354927
2570,eosinophil,9.479087,6.8549414
2571,eosinophil,7.892322,4.836592
2572,eosinophil,9.341779,6.998889
2573,eosinophil,8.691017,5.942473
2574,eosinophil,9.335151,5.7912545
2575,eosinophil,9.333768,6.6252637
2576,eosinophil,8.156833,6.4911423
2577,eosinophil,9.49189,6.372378
2578,eosinophil,7.966445,6.1390886
2579,eosinophil,9.413493,6.462969
2580,eosinophil,8.158451,4.7687182
2581,eosinophil,8.067772,5.8405404
2582,eosinophil,9.241659,7.359525
2583,eosinophil,8.844713,5.7484875
2584,eosinophil,9.5621395,6.489784
2585,eosinophil,8.647204,4.7597017
2586,eosinophil,9.719947,7.6714845
2587,eosinophil,9.998924,7.0043883
2588,eosinophil,8.56972,5.31221
2589,eosinophil,7.9955845,4.826519
2590,eosinophil,9.222142,5.9827485
2591,eosinophil,8.531276,6.653019
2592,eosinophil,8.339723,6.268391
2593,eosinophil,8.783604,6.7409344
2594,eosinophil,8.949343,6.0186806
2595,eosinophil,9.098739,6.737525
2596,eosinophil,8.56503,7.8009944
2597,eosinophil,8.516469,6.3797274
2598,eosinophil,9.071613,6.4964056
2599,eosinophil,8.936058,5.260934
2600,eosinophil,8.642556,5.575526
2601,eosinophil,9.931879,7.064764
2602,eosinophil,9.267052,6.8154955
2603,eosinophil,8.64476,6.572993
2604,eosinophil,8.01507,6.735132
2605,eosinophil,9.009635,6.6146927
2606,eosinophil,10.1110525,6.9594164
2607,eosinophil,8.86741,6.055372
2608,eosinophil,8.229539,6.3263
2609,eosinophil,8.906535,5.685996
2610,eosinophil,9.89814,6.725467
2611,eosinophil,9.631127,7.0570498
2612,eosinophil,9.517093,6.507598
2613,eosinophil,8.933333,6.6422086
2614,eosinophil,8.966563,6.274878
2615,eosinophil,9.284241,6.019021
2616,eosinophil,9.2845335,5.6467266
2617,eosinophil,9.467665,6.4093328
2618,eosinophil,8.59396,5.679615
2619,eosinophil,8.675114,6.2375674
2620,eosinophil,9.322057,6.108169
2621,eosinophil,8.644655,5.108235
2622,eosinophil,8.056725,5.188883
2623,eosinophil,9.880128,7.668276
2624,eosinophil,9.672238,6.583226
2625,eosinophil,10.12925,7.0249543
2626,eosinophil,9.021691,5.7747636
2627,eosinophil,7.381155,4.4383044
2628,eosinophil,8.817088,6.1269364
2629,eosinophil,9.735798,7.040919
2630,eosinophil,7.264202,6.3529744
2631,eosinophil,9.386692,6.436082
2632,eosinophil,8.0456085,4.776091
2633,eosinophil,9.214619,6.2198267
2634,eosinophil,10.050017,6.709764
2635,eosinophil,8.922729,6.7422676
2636,eosinophil,9.029588,5.8118596
2637,eosinophil,8.665657,6.209853
2638,eosinophil,9.535908,6.671037
2639,eosinophil,9.384991,6.1190214
2640,eosinophil,8.256936,5.321349
2641,eosinophil,9.431984,6.0872307
2642,eosinophil,10.420726,7.7924223
2643,eosinophil,8.680533,5.1385813
2644,eosinophil,8.893195,6.492363
2645,eosinophil,8.93016,6.4828095
2646,eosinophil,8.88766,5.817354
2647,eosinophil,9.268802,6.882011
2648,eosinophil,7.8608804,4.682274
2649,eosinophil,9.923091,7.048504
2650,eosinophil,9.238414,6.9680834
2651,eosinophil,9.932759,7.025149
2652,eosinophil,8.049029,6.812263
2653,eosinophil,9.350476,6.40379
2654,eosinophil,7.266725,4.5150566
2655,eosinophil,9.589901,6.3356586
2656,eosinophil,10.085614,6.848667
2657,eosinophil,8.329986,4.8425007
2658,eosinophil,9.033141,5.548816
2659,eosinophil,8.819692,6.451274
2660,eosinophil,7.274198,4.4938383
2661,eosinophil,9.500885,6.5651526
2662,eosinophil,9.6646805,6.6354623
2663,eosinophil,6.3900647,4.3643436
2664,eosinophil,8.24465,6.468654
2665,eosinophil,9.862019,6.7612214
2666,eosinophil,8.07634,5.0818048
2667,eosinophil,10.050499,7.016698
2668,eosinophil,9.853196,6.9356537
2669,eosinophil,9.521095,6.446528
2670,eosinophil,9.85393,6.9879065
2671,eosinophil,9.237774,6.597852
2672,eosinophil,9.909922,7.483009
2673,eosinophil,9.847825,6.3685923
2674,eosinophil,8.239539,5.0020866
2675,eosinophil,9.40993,6.6071744
2676,eosinophil,9.109438,6.21414
2677,eosinophil,8.15273,6.440934
2678,eosinophil,9.046537,6.5907226
2679,eosinophil,8.475755,5.8384933
2680,eosinophil,6.991443,5.5078406
2681,eosinophil,10.088153,7.2035966
2682,eosinophil,9.746463,6.5662374
2683,eosinophil,8.061523,5.0034676
2684,eosinophil,9.46656,7.127146
2685,eosinophil,8.928844,6.3546243
2686,eosinophil,9.019521,6.3402514
2687,eosinophil,9.321974,5.6323066
2688,eosinophil,8.997073,5.5133076
2689,eosinophil,8.708515,7.3825903
2690,eosinophil,9.887142,6.959964
2691,eosinophil,8.714166,6.734426
2692,eosinophil,6.4367895,4.2543926
2693,eosinophil,7.829278,6.283491
2694,eosinophil,8.70218,7.4325867
2695,eosinophil,9.915126,6.765993
2696,eosinophil,8.84646,6.3371606
2697,eosinophil,9.39023,6.4553404
2698,eosinophil,7.5831065,4.615273
2699,eosinophil,9.169743,5.522671
2700,eosinophil,8.848587,6.32197
2701,eosinophil,9.33849,7.08982
2702,eosinophil,8.995305,6.8228536
2703,eosinophil,9.021057,5.34307
2704,eosinophil,9.907642,7.05647
2705,eosinophil,9.460468,6.6989646
2706,eosinophil,9.010918,6.630526
2707,eosinophil,10.30101,7.1329594
2708,eosinophil,9.632334,6.6953783
2709,eosinophil,10.034563,6.6671567
2710,eosinophil,9.631814,6.436667
2711,eosinophil,9.540127,6.3276844
2712,eosinophil,6.9667506,4.6748652
2713,eosinophil,10.316642,7.3766823
2714,eosinophil,9.032793,6.28451
2715,eosinophil,9.509285,6.315282
2716,eosinophil,9.561901,6.457117
2717,eosinophil,8.804965,5.3500896
2718,eosinophil,8.98712,6.3322816
2719,eosinophil,7.869136,4.743795
2720,eosinophil,8.674617,5.420657
2721,eosinophil,8.003037,4.829969
2722,eosinophil,9.753967,6.946176
2723,eosinophil,8.385605,5.3924227
2724,eosinophil,7.363543,4.531025
2725,eosinophil,8.910464,7.4947934
2726,eosinophil,8.867565,6.390856
2727,eosinophil,8.666128,5.2625384
2728,eosinophil,7.933019,4.7497926
2729,eosinophil,10.246588,7.169041
2730,eosinophil,10.197032,7.0322504
2731,eosinophil,4.6843095,5.3443365
2732,eosinophil,9.993282,7.1196733
2733,eosinophil,9.195433,6.267241
2734,eosinophil,9.224359,5.691934
2735,eosinophil,9.755268,7.008555
2736,eosinophil,8.354734,5.8264146
2737,eosinophil,7.2470074,4.8429694
2738,eosinophil,8.566627,6.6913123
2739,eosinophil,6.0140977,5.718464
2740,eosinophil,7.196772,4.5344176
2741,eosinophil,9.203912,5.6993823
2742,eosinophil,8.3590145,6.3633447
2743,eosinophil,9.42751,6.1342096
2744,eosinophil,10.161174,7.2210393
2745,eosinophil,8.295808,4.8696475
2746,eosinophil,9.451899,6.002298
2747,eosinophil,9.404765,6.6829576
2748,eosinophil,8.346677,5.0767775
2749,eosinophil,8.1431465,6.7141542
2750,eosinophil,8.739843,5.1647153
2751,eosinophil,9.104557,6.0062275
2752,eosinophil,7.5971794,4.629328
2753,eosinophil,10.020757,7.1966815
2754,eosinophil,9.862861,6.312227
